full_text,text_cleaned_initial,text_no_emojis,text_casefolded,text_slang_fixed,text_tokenized,text_stopwords_removed
Iri bgt tung tung tung tung sahur berhasil kaburajadulu,Iri bgt tung tung tung tung sahur berhasil kaburajadulu,Iri bgt tung tung tung tung sahur berhasil kaburajadulu,iri bgt tung tung tung tung sahur berhasil kaburajadulu,iri banget tung tung tung tung sahur berhasil kaburajadulu,"['iri', 'banget', 'tung', 'tung', 'tung', 'tung', 'sahur', 'berhasil', 'kaburajadulu']","['iri', 'banget', 'tung', 'tung', 'tung', 'tung', 'sahur', 'berhasil', 'kaburajadulu']"
semua ini kulakukan demi #kaburajadulu (extended version),semua ini kulakukan demi  extended version,semua ini kulakukan demi  extended version,semua ini kulakukan demi  extended version,semua ini kulakukan demi extended version,"['semua', 'ini', 'kulakukan', 'demi', 'extended', 'version']","['kulakukan', 'extended', 'version']"
@seraphinartsen kita aminkan kaburajadulu itu ,kita aminkan kaburajadulu itu,kita aminkan kaburajadulu itu,kita aminkan kaburajadulu itu,kita aminkan kaburajadulu itu,"['kita', 'aminkan', 'kaburajadulu', 'itu']","['aminkan', 'kaburajadulu']"
SUMPAH GW BENCI TERTAMPAR REALITA tapi dapa benar juga kapan bisa #KaburAjaDulu,SUMPAH GW BENCI TERTAMPAR REALITA tapi dapa benar juga kapan bisa,SUMPAH GW BENCI TERTAMPAR REALITA tapi dapa benar juga kapan bisa,sumpah gw benci tertampar realita tapi dapa benar juga kapan bisa,sumpah saya benci tertampar realita tapi dapa benar juga kapan bisa,"['sumpah', 'saya', 'benci', 'tertampar', 'realita', 'tapi', 'dapa', 'benar', 'juga', 'kapan', 'bisa']","['sumpah', 'benci', 'tertampar', 'realita', 'dapa']"
@nanovond @tang__kira Definisi kaburajadulu dipermudah jalannya ya ini...,kira Definisi kaburajadulu dipermudah jalannya ya ini,kira Definisi kaburajadulu dipermudah jalannya ya ini,kira definisi kaburajadulu dipermudah jalannya ya ini,kira definisi kaburajadulu dipermudah jalannya iya ini,"['kira', 'definisi', 'kaburajadulu', 'dipermudah', 'jalannya', 'iya', 'ini']","['definisi', 'kaburajadulu', 'dipermudah', 'jalannya']"
#KaburAjaDulu Versi saya: 1. Upgrade skill English 2. Bikin Passport USA 3. Buka Jasa Forwarder di US ngakali tariff Trump. 4. Beli Senjata di Wallmart https://t.co/psNJuxNrt6,Versi saya  Upgrade skill English  Bikin Passport USA  Buka Jasa Forwarder di US ngakali tariff Trump  Beli Senjata di Wallmart,Versi saya  Upgrade skill English  Bikin Passport USA  Buka Jasa Forwarder di US ngakali tariff Trump  Beli Senjata di Wallmart,versi saya  upgrade skill english  bikin passport usa  buka jasa forwarder di us ngakali tariff trump  beli senjata di wallmart,versi saya upgrade skill english bikin passport usa buka jasa forwarder di us ngakali tariff trump beli senjata di wallmart,"['versi', 'saya', 'upgrade', 'skill', 'english', 'bikin', 'passport', 'usa', 'buka', 'jasa', 'forwarder', 'di', 'us', 'ngakali', 'tariff', 'trump', 'beli', 'senjata', 'di', 'wallmart']","['versi', 'upgrade', 'skill', 'english', 'bikin', 'passport', 'usa', 'buka', 'jasa', 'forwarder', 'us', 'ngakali', 'tariff', 'trump', 'beli', 'senjata', 'wallmart']"
@pigliapesci9 @parlefeu #DiscriminationAgainstChineseIndonesians DISCRIMINATION AGAINST CHINESE INDONESIANS #LAGAKPRODUSER: Kalo Tionghoa menengah-atas sih pasti #KaburAjaDulu di situasi kota fiktif Jakarta tahun 2027 ala @jokoanwar. Merry Riana: Mimpi Sejuta Dolar (2014) https://t.co/cKXWcCalAw https://t.co/UVAHFjo14e,DISCRIMINATION AGAINST CHINESE INDONESIANS  Kalo Tionghoa menengahatas sih pasti  di situasi kota fiktif Jakarta tahun  ala  Merry Riana Mimpi Sejuta Dolar,DISCRIMINATION AGAINST CHINESE INDONESIANS  Kalo Tionghoa menengahatas sih pasti  di situasi kota fiktif Jakarta tahun  ala  Merry Riana Mimpi Sejuta Dolar,discrimination against chinese indonesians  kalo tionghoa menengahatas sih pasti  di situasi kota fiktif jakarta tahun  ala  merry riana mimpi sejuta dolar,discrimination against chinese indonesians kalau tionghoa menengahatas sih pasti di situasi kota fiktif jakarta tahun ala merry riana mimpi sejuta dolar,"['discrimination', 'against', 'chinese', 'indonesians', 'kalau', 'tionghoa', 'menengahatas', 'sih', 'pasti', 'di', 'situasi', 'kota', 'fiktif', 'jakarta', 'tahun', 'ala', 'merry', 'riana', 'mimpi', 'sejuta', 'dolar']","['discrimination', 'chinese', 'indonesians', 'tionghoa', 'menengahatas', 'situasi', 'kota', 'fiktif', 'jakarta', 'ala', 'merry', 'riana', 'mimpi', 'sejuta', 'dolar']"
@ocxemz Lha warga bisa apa bang selain #kaburajadulu krn pemerentahnya tolol ngasi karpet merah ke ivestor China?,Lha warga bisa apa bang selain  krn pemerentahnya tolol ngasi karpet merah ke ivestor China,Lha warga bisa apa bang selain  krn pemerentahnya tolol ngasi karpet merah ke ivestor China,lha warga bisa apa bang selain  krn pemerentahnya tolol ngasi karpet merah ke ivestor china,lha warga bisa apa bang selain karena pemerentahnya tolol ngasi karpet merah ke ivestor china,"['lha', 'warga', 'bisa', 'apa', 'bang', 'selain', 'karena', 'pemerentahnya', 'tolol', 'ngasi', 'karpet', 'merah', 'ke', 'ivestor', 'china']","['lha', 'warga', 'bang', 'pemerentahnya', 'tolol', 'ngasi', 'karpet', 'merah', 'ivestor', 'china']"
@72suguraw apakah sudah #kaburajadulu? ,apakah sudah,apakah sudah,apakah sudah,apakah sudah,"['apakah', 'sudah']",[]
admin kemenp2mi pls jgn bikin mupeng kaburajadulu pake lagu svt di postingannya pls (target marketnya w),admin kemenpmi pls jgn bikin mupeng kaburajadulu pake lagu svt di postingannya pls target marketnya w,admin kemenpmi pls jgn bikin mupeng kaburajadulu pake lagu svt di postingannya pls target marketnya w,admin kemenpmi pls jgn bikin mupeng kaburajadulu pake lagu svt di postingannya pls target marketnya w,admin kemenpmi tolong jangan bikin mupeng kaburajadulu pakai lagu svt di postingannya tolong target marketnya w,"['admin', 'kemenpmi', 'tolong', 'jangan', 'bikin', 'mupeng', 'kaburajadulu', 'pakai', 'lagu', 'svt', 'di', 'postingannya', 'tolong', 'target', 'marketnya', 'w']","['admin', 'kemenpmi', 'tolong', 'bikin', 'mupeng', 'kaburajadulu', 'pakai', 'lagu', 'svt', 'postingannya', 'tolong', 'target', 'marketnya', 'w']"
SEDIH BANGET kayaknya emang bukan sekarang ya waktunya buat nonton konser wishie.... bisa jadi tahun depan tapi langsung ke seoul dan pindah negara alias ## kaburajadulu,SEDIH BANGET kayaknya emang bukan sekarang ya waktunya buat nonton konser wishie bisa jadi tahun depan tapi langsung ke seoul dan pindah negara alias  kaburajadulu,SEDIH BANGET kayaknya emang bukan sekarang ya waktunya buat nonton konser wishie bisa jadi tahun depan tapi langsung ke seoul dan pindah negara alias  kaburajadulu,sedih banget kayaknya emang bukan sekarang ya waktunya buat nonton konser wishie bisa jadi tahun depan tapi langsung ke seoul dan pindah negara alias  kaburajadulu,sedih banget kayaknya emang bukan sekarang iya waktunya buat nonton konser wishie bisa jadi tahun depan tapi langsung ke seoul dan pindah negara alias kaburajadulu,"['sedih', 'banget', 'kayaknya', 'emang', 'bukan', 'sekarang', 'iya', 'waktunya', 'buat', 'nonton', 'konser', 'wishie', 'bisa', 'jadi', 'tahun', 'depan', 'tapi', 'langsung', 'ke', 'seoul', 'dan', 'pindah', 'negara', 'alias', 'kaburajadulu']","['sedih', 'banget', 'kayaknya', 'emang', 'nonton', 'konser', 'wishie', 'langsung', 'seoul', 'pindah', 'negara', 'alias', 'kaburajadulu']"
Iri dikit ama temen gw mereka bisa kuliah di luar sambil menjalankan #KaburAjaDulu,Iri dikit ama temen gw mereka bisa kuliah di luar sambil menjalankan,Iri dikit ama temen gw mereka bisa kuliah di luar sambil menjalankan,iri dikit ama temen gw mereka bisa kuliah di luar sambil menjalankan,iri dikit sama teman saya mereka bisa kuliah di luar sambil menjalankan,"['iri', 'dikit', 'sama', 'teman', 'saya', 'mereka', 'bisa', 'kuliah', 'di', 'luar', 'sambil', 'menjalankan']","['iri', 'dikit', 'teman', 'kuliah', 'menjalankan']"
@ninskyyyf mangatttt kkk ‍️ sabarrr bentar lg kaburajadulu kita,mangatttt kkk  sabarrr bentar lg kaburajadulu kita,mangatttt kkk  sabarrr bentar lg kaburajadulu kita,mangatttt kkk  sabarrr bentar lg kaburajadulu kita,mangatttt kkk sabarrr sebentar lagi kaburajadulu kita,"['mangatttt', 'kkk', 'sabarrr', 'sebentar', 'lagi', 'kaburajadulu', 'kita']","['mangatttt', 'kkk', 'sabarrr', 'sebentar', 'kaburajadulu']"
Akan kujadikan motivasi kaburajadulu biar bisa ke konsernya tu anak mulu ,Akan kujadikan motivasi kaburajadulu biar bisa ke konsernya tu anak mulu,Akan kujadikan motivasi kaburajadulu biar bisa ke konsernya tu anak mulu,akan kujadikan motivasi kaburajadulu biar bisa ke konsernya tu anak mulu,akan kujadikan motivasi kaburajadulu biar bisa ke konsernya tu anak melulu,"['akan', 'kujadikan', 'motivasi', 'kaburajadulu', 'biar', 'bisa', 'ke', 'konsernya', 'tu', 'anak', 'melulu']","['kujadikan', 'motivasi', 'kaburajadulu', 'biar', 'konsernya', 'tu', 'anak', 'melulu']"
'melalui upaya #kaburajadulu dari keudikan desa Dunia Ketiga yang mesum para sastrawan Indonesia hendak modern dengan mendaras kegemilangan estetika Dunia Pertama' LOL fun essay by martin suryajaya (bersambung) https://t.co/x99xayzN24,melalui upaya  dari keudikan desa Dunia Ketiga yang mesum para sastrawan Indonesia hendak modern dengan mendaras kegemilangan estetika Dunia Pertama LOL fun essay by martin suryajaya bersambung,melalui upaya  dari keudikan desa Dunia Ketiga yang mesum para sastrawan Indonesia hendak modern dengan mendaras kegemilangan estetika Dunia Pertama LOL fun essay by martin suryajaya bersambung,melalui upaya  dari keudikan desa dunia ketiga yang mesum para sastrawan indonesia hendak modern dengan mendaras kegemilangan estetika dunia pertama lol fun essay by martin suryajaya bersambung,melalui upaya dari keudikan desa dunia ketiga yang mesum para sastrawan indonesia hendak modern dengan mendaras kegemilangan estetika dunia pertama tertawa fun essay by martin suryajaya bersambung,"['melalui', 'upaya', 'dari', 'keudikan', 'desa', 'dunia', 'ketiga', 'yang', 'mesum', 'para', 'sastrawan', 'indonesia', 'hendak', 'modern', 'dengan', 'mendaras', 'kegemilangan', 'estetika', 'dunia', 'pertama', 'tertawa', 'fun', 'essay', 'by', 'martin', 'suryajaya', 'bersambung']","['upaya', 'keudikan', 'desa', 'dunia', 'ketiga', 'mesum', 'sastrawan', 'indonesia', 'modern', 'mendaras', 'kegemilangan', 'estetika', 'dunia', 'tertawa', 'fun', 'essay', 'martin', 'suryajaya', 'bersambung']"
@arbeorionnn Udah ya jangan bahas ini lagi. Anggep aja ini ga pernah terjadi *malu banget #kaburajadulu,Udah ya jangan bahas ini lagi Anggep aja ini ga pernah terjadi malu banget,Udah ya jangan bahas ini lagi Anggep aja ini ga pernah terjadi malu banget,udah ya jangan bahas ini lagi anggep aja ini ga pernah terjadi malu banget,sudah iya jangan bahas ini lagi anggep saja ini ga pernah terjadi malu banget,"['sudah', 'iya', 'jangan', 'bahas', 'ini', 'lagi', 'anggep', 'saja', 'ini', 'ga', 'pernah', 'terjadi', 'malu', 'banget']","['bahas', 'anggep', 'malu', 'banget']"
@taesanyaw Ayooook bisaaaa kita #KaburAjaDulu ,Ayooook bisaaaa kita,Ayooook bisaaaa kita,ayooook bisaaaa kita,ayooook bisaaaa kita,"['ayooook', 'bisaaaa', 'kita']","['ayooook', 'bisaaaa']"
@findIlivii Hahaha enjoy your adventure ci! Semoga aman nyaman betah dan sukses #KaburAjaDulu -nya Gbu,Hahaha enjoy your adventure ci Semoga aman nyaman betah dan sukses  nya Gbu,Hahaha enjoy your adventure ci Semoga aman nyaman betah dan sukses  nya Gbu,hahaha enjoy your adventure ci semoga aman nyaman betah dan sukses  nya gbu,hahaha enjoy your adventure ci semoga aman nyaman betah dan sukses nya gbu,"['hahaha', 'enjoy', 'your', 'adventure', 'ci', 'semoga', 'aman', 'nyaman', 'betah', 'dan', 'sukses', 'nya', 'gbu']","['hahaha', 'enjoy', 'adventure', 'ci', 'semoga', 'aman', 'nyaman', 'betah', 'sukses', 'gbu']"
Ngobrolin #KaburAjaDulu sama ibu I: Kabur aja dulu.. ada kata dulu nya berarti nanti habis kabur balik lagi dong? N: terus harusnya apa? I: Ayo Kabur Aja ,Ngobrolin  sama ibu I Kabur aja dulu ada kata dulu nya berarti nanti habis kabur balik lagi dong N terus harusnya apa I Ayo Kabur Aja,Ngobrolin  sama ibu I Kabur aja dulu ada kata dulu nya berarti nanti habis kabur balik lagi dong N terus harusnya apa I Ayo Kabur Aja,ngobrolin  sama ibu i kabur aja dulu ada kata dulu nya berarti nanti habis kabur balik lagi dong n terus harusnya apa i ayo kabur aja,ngobrolin sama ibu i kabur saja dulu ada kata dulu nya berarti nanti habis kabur balik lagi dong dan terus harusnya apa i ayo kabur saja,"['ngobrolin', 'sama', 'ibu', 'i', 'kabur', 'saja', 'dulu', 'ada', 'kata', 'dulu', 'nya', 'berarti', 'nanti', 'habis', 'kabur', 'balik', 'lagi', 'dong', 'dan', 'terus', 'harusnya', 'apa', 'i', 'ayo', 'kabur', 'saja']","['ngobrolin', 'kabur', 'habis', 'kabur', 'ayo', 'kabur']"
@tehnit4 Bukan benda tapi duniawi. Aku: #KaburAjaDulu Capek bgt jadi WNI,Bukan benda tapi duniawi Aku  Capek bgt jadi WNI,Bukan benda tapi duniawi Aku  Capek bgt jadi WNI,bukan benda tapi duniawi aku  capek bgt jadi wni,bukan benda tapi duniawi aku capek banget jadi wni,"['bukan', 'benda', 'tapi', 'duniawi', 'aku', 'capek', 'banget', 'jadi', 'wni']","['benda', 'duniawi', 'capek', 'banget', 'wni']"
@bertautemu sist uangnya dialihkan untuk #kaburajadulu ya.,sist uangnya dialihkan untuk  ya,sist uangnya dialihkan untuk  ya,sist uangnya dialihkan untuk  ya,sist uangnya dialihkan untuk iya,"['sist', 'uangnya', 'dialihkan', 'untuk', 'iya']","['sist', 'uangnya', 'dialihkan']"
@kkeiitan udah waktunya kamu #kaburajadulu kah,udah waktunya kamu  kah,udah waktunya kamu  kah,udah waktunya kamu  kah,sudah waktunya kamu kah,"['sudah', 'waktunya', 'kamu', 'kah']",[]
@bblvdocean AYOOOK #kaburajadulu,AYOOOK,AYOOOK,ayoook,ayoook,['ayoook'],['ayoook']
#kaburajadulu jalur kebaikan ,jalur kebaikan,jalur kebaikan,jalur kebaikan,jalur kebaikan,"['jalur', 'kebaikan']","['jalur', 'kebaikan']"
@lucxaviz Mari kita usahakan kesembuhan itu #kaburajadulu,Mari kita usahakan kesembuhan itu,Mari kita usahakan kesembuhan itu,mari kita usahakan kesembuhan itu,mari kita usahakan kesembuhan itu,"['mari', 'kita', 'usahakan', 'kesembuhan', 'itu']","['mari', 'usahakan', 'kesembuhan']"
kaburajadulu https://t.co/3d4rylkcUj,kaburajadulu,kaburajadulu,kaburajadulu,kaburajadulu,['kaburajadulu'],['kaburajadulu']
@ravestend Hayo kamu ditinggal trus mereka pada #KaburAjaDulu,Hayo kamu ditinggal trus mereka pada,Hayo kamu ditinggal trus mereka pada,hayo kamu ditinggal trus mereka pada,hayo kamu ditinggal trus mereka pada,"['hayo', 'kamu', 'ditinggal', 'trus', 'mereka', 'pada']","['hayo', 'ditinggal', 'trus']"
@nyxthedeath Iya kok bener. Meninggalkan Jakarta ke Yokohama #.kaburajadulu,Iya kok bener Meninggalkan Jakarta ke Yokohama kaburajadulu,Iya kok bener Meninggalkan Jakarta ke Yokohama kaburajadulu,iya kok bener meninggalkan jakarta ke yokohama kaburajadulu,iya kok benar meninggalkan jakarta ke yokohama kaburajadulu,"['iya', 'kok', 'benar', 'meninggalkan', 'jakarta', 'ke', 'yokohama', 'kaburajadulu']","['meninggalkan', 'jakarta', 'yokohama', 'kaburajadulu']"
kaburajadulu nya minimal ke malaysia lebih waras dari wakanda.,kaburajadulu nya minimal ke malaysia lebih waras dari wakanda,kaburajadulu nya minimal ke malaysia lebih waras dari wakanda,kaburajadulu nya minimal ke malaysia lebih waras dari wakanda,kaburajadulu nya minimal ke malaysia lebih waras dari wakanda,"['kaburajadulu', 'nya', 'minimal', 'ke', 'malaysia', 'lebih', 'waras', 'dari', 'wakanda']","['kaburajadulu', 'minimal', 'malaysia', 'waras', 'wakanda']"
Benefit yg lumayan dr beasiswa ini adalah bisa dapet relasi dan publikasi bareng peneliti BRIN. Cuma riset beasiswa ini dominan di Indonesia jd ngga bisa kaburajadulu Kalau bahasa dan otak mampu dan punya keinginan besar study abroad ya mending coba dulu beasiswa dr luar.,Benefit yg lumayan dr beasiswa ini adalah bisa dapet relasi dan publikasi bareng peneliti BRIN Cuma riset beasiswa ini dominan di Indonesia jd ngga bisa kaburajadulu Kalau bahasa dan otak mampu dan punya keinginan besar study abroad ya mending coba dulu beasiswa dr luar,Benefit yg lumayan dr beasiswa ini adalah bisa dapet relasi dan publikasi bareng peneliti BRIN Cuma riset beasiswa ini dominan di Indonesia jd ngga bisa kaburajadulu Kalau bahasa dan otak mampu dan punya keinginan besar study abroad ya mending coba dulu beasiswa dr luar,benefit yg lumayan dr beasiswa ini adalah bisa dapet relasi dan publikasi bareng peneliti brin cuma riset beasiswa ini dominan di indonesia jd ngga bisa kaburajadulu kalau bahasa dan otak mampu dan punya keinginan besar study abroad ya mending coba dulu beasiswa dr luar,benefit yang lumayan dr beasiswa ini adalah bisa dapat relasi dan publikasi bareng peneliti brin cuma riset beasiswa ini dominan di indonesia jadi tidak bisa kaburajadulu kalau bahasa dan otak mampu dan punya keinginan besar study abroad iya lebih baik coba dulu beasiswa dr luar,"['benefit', 'yang', 'lumayan', 'dr', 'beasiswa', 'ini', 'adalah', 'bisa', 'dapat', 'relasi', 'dan', 'publikasi', 'bareng', 'peneliti', 'brin', 'cuma', 'riset', 'beasiswa', 'ini', 'dominan', 'di', 'indonesia', 'jadi', 'tidak', 'bisa', 'kaburajadulu', 'kalau', 'bahasa', 'dan', 'otak', 'mampu', 'dan', 'punya', 'keinginan', 'besar', 'study', 'abroad', 'iya', 'lebih', 'baik', 'coba', 'dulu', 'beasiswa', 'dr', 'luar']","['benefit', 'lumayan', 'dr', 'beasiswa', 'relasi', 'publikasi', 'bareng', 'peneliti', 'brin', 'riset', 'beasiswa', 'dominan', 'indonesia', 'kaburajadulu', 'bahasa', 'otak', 'study', 'abroad', 'coba', 'beasiswa', 'dr']"
@xquitavee @DokterTifa @jokowi Suprapti Waginosari sedang memikirkan cara untuk #KaburAjaDulu ke Gaza atau Suriah,Suprapti Waginosari sedang memikirkan cara untuk  ke Gaza atau Suriah,Suprapti Waginosari sedang memikirkan cara untuk  ke Gaza atau Suriah,suprapti waginosari sedang memikirkan cara untuk  ke gaza atau suriah,suprapti waginosari sedang memikirkan cara untuk ke gaza atau suriah,"['suprapti', 'waginosari', 'sedang', 'memikirkan', 'cara', 'untuk', 'ke', 'gaza', 'atau', 'suriah']","['suprapti', 'waginosari', 'memikirkan', 'gaza', 'suriah']"
Reels Instagram gue isinya Jerman lagi Jerman lagi. Apa itu pertanda gue mau #KaburAjaDulu ke Jerman?,Reels Instagram gue isinya Jerman lagi Jerman lagi Apa itu pertanda gue mau  ke Jerman,Reels Instagram gue isinya Jerman lagi Jerman lagi Apa itu pertanda gue mau  ke Jerman,reels instagram gue isinya jerman lagi jerman lagi apa itu pertanda gue mau  ke jerman,reels instagram saya isinya jerman lagi jerman lagi apa itu pertanda saya mau ke jerman,"['reels', 'instagram', 'saya', 'isinya', 'jerman', 'lagi', 'jerman', 'lagi', 'apa', 'itu', 'pertanda', 'saya', 'mau', 'ke', 'jerman']","['reels', 'instagram', 'isinya', 'jerman', 'jerman', 'pertanda', 'jerman']"
@KemenperinRI Makanya.. #kaburajadulu,Makanya,Makanya,makanya,makanya,['makanya'],[]
Semakin tinggi minatku untuk #kaburajadulu tapi sulit meninggalkan keluarga,Semakin tinggi minatku untuk  tapi sulit meninggalkan keluarga,Semakin tinggi minatku untuk  tapi sulit meninggalkan keluarga,semakin tinggi minatku untuk  tapi sulit meninggalkan keluarga,semakin tinggi minatku untuk tapi sulit meninggalkan keluarga,"['semakin', 'tinggi', 'minatku', 'untuk', 'tapi', 'sulit', 'meninggalkan', 'keluarga']","['minatku', 'sulit', 'meninggalkan', 'keluarga']"
@letitflow13 @RVsmtown @SMTOWNGLOBAL @SMTOWN_Idn udah keasikan merantau dan # kaburajadulu,Idn udah keasikan merantau dan  kaburajadulu,Idn udah keasikan merantau dan  kaburajadulu,idn udah keasikan merantau dan  kaburajadulu,idn sudah keasikan merantau dan kaburajadulu,"['idn', 'sudah', 'keasikan', 'merantau', 'dan', 'kaburajadulu']","['idn', 'keasikan', 'merantau', 'kaburajadulu']"
